Class;Order;Family;Species;Species;;;Female;;;Male;;;Undetermined;;
;;;;Average weight (gr);SD (gr);n;Average weight (gr);SD (gr);n;Average weight (gr);SD (gr);n;Average weight (gr);SD (gr);n
Aves;Passeriformes;Thamnophilidae;Dysithamnus mentalis;15;1;87;15;1;34;15;1;40;15;1;13
Aves;Passeriformes;Thamnophilidae;Dysithamnus puncticeps;17;1;19;17;2;7;17;1;12;;;
Aves;Passeriformes;Thamnophilidae;Dysithamnus occidentalis;25;1;18;25;1;9;26;1;6;25;1;3
Aves;Passeriformes;Thamnophilidae;Dysithamnus leucostictus;20;1;12;21;2;4;20;1;7;19;0;1
Aves;Passeriformes;Thamnophilidae;Thamnomanes ardesiacus;18;2;12;17;1;3;18;2;8;19;0;1
Aves;Passeriformes;Thamnophilidae;Thamnomanes caesius;16;2;15;16;2;8;15;1;7;;;
Aves;Passeriformes;Thamnophilidae;Isleria hauxwelli;11;1;12;11;2;7;11;1;4;10;0;1
Aves;Passeriformes;Thamnophilidae;Pygiptila stellaris;22;1;2;21;0;1;23;0;1;;;
Aves;Passeriformes;Thamnophilidae;Epinecrophylla fulviventris;10;1;74;11;1;27;10;1;33;10;1;14
Aves;Passeriformes;Thamnophilidae;Epinecrophylla haematonota;8;1;6;8;1;2;8;1;4;;;
Aves;Passeriformes;Thamnophilidae;Epinecrophylla spodionota;10;1;4;11;0;1;10;1;3;;;
Aves;Passeriformes;Thamnophilidae;Epinecrophylla ornata;12;4;4;10;1;2;14;5;2;;;
Aves;Passeriformes;Thamnophilidae;Myrmotherula ignota;7;0;1;;;;7;0;1;;;
Aves;Passeriformes;Thamnophilidae;Myrmotherula pacifica;10;0;10;9;0;3;10;0;7;;;
Aves;Passeriformes;Thamnophilidae;Myrmotherula cherriei;8;1;15;8;1;8;8;0;7;;;
Aves;Passeriformes;Thamnophilidae;Myrmotherula axillaris;10;9;69;8;1;24;8;1;34;16;22;11
Aves;Passeriformes;Thamnophilidae;Myrmotherula schisticolor;10;1;91;10;1;31;10;1;46;10;1;14
Aves;Passeriformes;Thamnophilidae;Myrmotherula longipennis;8;0;10;8;0;3;8;0;7;;;
Aves;Passeriformes;Thamnophilidae;Myrmotherula behni;9;0;1;;;;9;0;1;;;
Aves;Passeriformes;Thamnophilidae;Myrmotherula menetriesii;8;1;6;9;1;2;7;1;4;;;
Aves;Passeriformes;Thamnophilidae;Dichrozona cincta;13;0;3;13;1;2;13;0;1;;;
Aves;Passeriformes;Thamnophilidae;Microrhopias quixensis;8;1;7;9;0;3;8;1;3;9;0;1
Aves;Passeriformes;Thamnophilidae;Formicivora grisea;10;1;48;10;1;23;10;1;24;10;0;1
Aves;Passeriformes;Thamnophilidae;Drymophila hellmayri;12;0;5;12;0;2;12;0;2;12;0;1
Aves;Passeriformes;Thamnophilidae;Drymophila caudata;12;1;6;12;1;4;14;0;1;12;0;1
Aves;Passeriformes;Thamnophilidae;Drymophila striaticeps;13;1;9;12;0;3;13;1;5;12;0;1
Aves;Passeriformes;Thamnophilidae;Hypocnemis flavescens;12;1;5;12;1;3;12;0;2;;;
Aves;Passeriformes;Thamnophilidae;Hypocnemis peruviana;13;1;5;14;1;2;13;0;3;;;
Aves;Passeriformes;Thamnophilidae;Hypocnemis hypoxantha;12;1;5;14;0;1;12;1;3;10;0;1
Aves;Passeriformes;Thamnophilidae;Cercomacroides parkeri;18;1;8;17;1;2;19;1;3;18;0;3
Aves;Passeriformes;Thamnophilidae;Cercomacroides tyrannina;17;3;19;16;1;7;17;1;11;27;0;1
Aves;Passeriformes;Thamnophilidae;Cercomacroides serva;16;0;1;;;;16;0;1;;;
Aves;Passeriformes;Thamnophilidae;Cercomacra nigricans;17;2;9;17;3;4;17;1;5;;;
Aves;Passeriformes;Thamnophilidae;Pyriglena leuconota;32;3;9;29;1;5;34;2;4;;;
Aves;Passeriformes;Thamnophilidae;Myrmoborus leucophrys;21;1;5;21;2;2;21;0;2;22;0;1
Aves;Passeriformes;Thamnophilidae;Myrmoborus myotherinus;18;3;11;17;4;5;19;1;6;;;
Aves;Passeriformes;Thamnophilidae;Hypocnemoides melanopogon;12;1;22;12;1;12;12;1;9;13;0;1
Aves;Passeriformes;Thamnophilidae;Gymnocichla nudiceps;32;2;14;31;2;6;33;1;8;;;
Aves;Passeriformes;Thamnophilidae;Sclateria naevia;21;2;10;21;2;4;21;2;6;;;
Aves;Passeriformes;Thamnophilidae;Percnostola rufifrons;23;1;20;23;1;10;23;1;10;;;
Aves;Passeriformes;Thamnophilidae;Myrmelastes schistaceus;26;2;4;26;1;2;27;3;2;;;
Aves;Passeriformes;Thamnophilidae;Myrmelastes leucostigma;25;1;3;;;;26;1;2;25;0;1
Aves;Passeriformes;Thamnophilidae;Myrmeciza longipes;28;1;9;28;1;4;28;0;3;29;0;2
Aves;Passeriformes;Thamnophilidae;Poliocrania exsul;25;2;89;25;2;28;25;2;46;25;2;15
Aves;Passeriformes;Thamnophilidae;Sipia palliata;25;1;3;26;0;1;25;1;2;;;
Aves;Passeriformes;Thamnophilidae;Sipia nigricauda;24;2;7;21;0;1;24;1;4;25;1;2
Aves;Passeriformes;Thamnophilidae;Akletos melanoceps;41;1;4;;;;41;1;4;;;
Aves;Passeriformes;Thamnophilidae;Hafferia fortis;48;5;2;;;;48;5;2;;;
Aves;Passeriformes;Thamnophilidae;Hafferia zeledoni;43;3;23;42;3;7;45;1;10;43;3;6
Aves;Passeriformes;Thamnophilidae;Hafferia immaculata;40;4;7;38;4;4;42;3;3;;;
Aves;Passeriformes;Thamnophilidae;Aprositornis disjuncta;13;2;3;12;0;1;14;2;2;;;
Aves;Passeriformes;Thamnophilidae;Ammonastes pelzelni;16;1;6;16;1;2;16;0;3;15;0;1
Aves;Passeriformes;Thamnophilidae;Myrmornis torquata;51;0;1;51;0;1;;;;;;
Aves;Passeriformes;Thamnophilidae;Pithys albifrons;19;1;20;20;1;7;20;1;9;19;0;4
Aves;Passeriformes;Thamnophilidae;Gymnopithys bicolor;33;3;76;32;2;5;28;1;4;34;2;67
Aves;Passeriformes;Thamnophilidae;Gymnopithys leucaspis;31;4;66;30;4;10;28;3;8;32;3;48
Aves;Passeriformes;Thamnophilidae;Rhegmatorhina cristata;33;1;3;33;1;2;33;0;1;;;
Aves;Passeriformes;Thamnophilidae;Rhegmatorhina melanosticta;28;0;1;;;;28;0;1;;;
Aves;Passeriformes;Thamnophilidae;Hylophylax naevioides;17;1;12;18;2;4;16;1;8;;;
Aves;Passeriformes;Thamnophilidae;Hylophylax naevius;12;1;10;11;1;6;12;2;4;;;
Aves;Passeriformes;Thamnophilidae;Hylophylax punctulatus;12;1;6;12;0;3;12;1;2;12;0;1
Aves;Passeriformes;Thamnophilidae;Willisornis poecilinotus;17;1;22;17;1;9;17;1;9;17;1;4
Aves;Passeriformes;Thamnophilidae;Phlegopsis nigromaculata;48;1;5;49;0;1;47;0;1;48;1;3
Aves;Passeriformes;Thamnophilidae;Phlegopsis erythroptera;54;4;6;54;4;3;54;4;3;;;
Aves;Passeriformes;Thamnophilidae;Phaenostictus mcleannani;50;3;17;54;0;1;;;;50;3;16
Aves;Passeriformes;Conopophagidae;Conopophaga aurita;21;1;3;21;1;2;22;0;1;;;
Aves;Passeriformes;Conopophagidae;Conopophaga castaneiceps;26;3;20;25;2;11;27;3;8;27;0;1
Aves;Passeriformes;Grallariidae;Grallaria squamigera;128;2;3;;;;128;2;3;;;
Aves;Passeriformes;Grallariidae;Grallaria alleni;76;0;1;;;;76;0;1;;;
Aves;Passeriformes;Grallariidae;Grallaria guatimalensis;61;16;4;67;3;2;55;20;2;;;
Aves;Passeriformes;Grallariidae;Grallaria ruficapilla;77;7;3;72;0;1;79;7;2;;;
Aves;Passeriformes;Grallariidae;Grallaria bangsi;61;2;2;;;;61;2;2;;;
Aves;Passeriformes;Grallariidae;Grallaria rufocinerea;45;0;1;;;;45;0;1;;;
Aves;Passeriformes;Grallariidae;Grallaria nuchalis;104;4;2;107;0;1;100;0;1;;;
Aves;Passeriformes;Grallariidae;Grallaria flavotincta;72;0;1;;;;;;;72;0;1
Aves;Passeriformes;Grallariidae;Grallaria rufula;35;1;11;35;1;6;36;1;5;;;
Aves;Passeriformes;Grallariidae;Grallaria quitensis;62;21;8;67;22;3;63;19;3;55;20;2
Aves;Passeriformes;Grallariidae;Grallaria milleri;53;2;2;55;0;1;51;0;1;;;
Aves;Passeriformes;Grallariidae;Hylopezus perspicillatus;43;2;3;;;;;;;43;2;3
Aves;Passeriformes;Grallariidae;Myrmothera campanisona;40;1;3;39;0;2;41;0;1;;;
Aves;Passeriformes;Grallariidae;Grallaricula flavirostris;19;2;27;18;2;4;20;1;4;20;1;19
Aves;Passeriformes;Grallariidae;Grallaricula lineifrons;21;0;1;;;;;;;21;0;1
Aves;Passeriformes;Grallariidae;Grallaricula cucullata;19;1;12;19;1;5;19;1;5;18;1;2
Aves;Passeriformes;Grallariidae;Grallaricula ferrugineipectus;17;1;31;17;2;11;17;1;6;16;1;14
Aves;Passeriformes;Grallariidae;Grallaricula nana;20;2;33;20;2;11;19;2;10;20;2;12
Aves;Passeriformes;Rhinocryptidae;Liosceles thoracicus;39;1;2;;;;39;1;2;;;
Aves;Passeriformes;Rhinocryptidae;Myornis senilis;19;1;4;18;1;2;19;0;1;20;0;1
Aves;Passeriformes;Rhinocryptidae;Scytalopus latrans;18;2;58;18;2;11;18;2;20;19;2;27
Aves;Passeriformes;Rhinocryptidae;Scytalopus micropterus;24;2;8;23;1;4;25;1;4;;;
Aves;Passeriformes;Rhinocryptidae;Scytalopus atratus;25;2;3;;;;25;2;3;;;
Aves;Passeriformes;Rhinocryptidae;Scytalopus rodriguezi;18;2;3;;;;18;2;3;;;
Aves;Passeriformes;Rhinocryptidae;Scytalopus stilesi;21;1;3;20;0;2;22;0;1;;;
Aves;Passeriformes;Rhinocryptidae;Scytalopus vicinior;21;2;8;21;2;4;21;4;2;22;0;2
Aves;Passeriformes;Rhinocryptidae;Scytalopus latebricola;20;2;2;18;0;1;22;0;1;;;
Aves;Passeriformes;Rhinocryptidae;Scytalopus perijanus;19;0;1;;;;19;0;1;;;
Aves;Passeriformes;Rhinocryptidae;Scytalopus spillmanni;84;99;7;22;2;2;;;;109;108;5
Aves;Passeriformes;Rhinocryptidae;Scytalopus griseicollis;17;1;35;17;1;12;18;1;23;;;
Aves;Passeriformes;Rhinocryptidae;Scytalopus opacus;18;0;1;;;;;;;18;0;1
Aves;Passeriformes;Formicariidae;Formicarius colma;46;8;4;;;;46;8;4;;;
Aves;Passeriformes;Formicariidae;Formicarius analis;60;1;5;60;0;1;60;1;4;;;
Aves;Passeriformes;Formicariidae;Formicarius nigricapillus;55;4;14;54;0;1;47;0;1;55;3;12
Aves;Passeriformes;Formicariidae;Formicarius rufipectus;74;6;6;;;;67;0;1;75;6;5
Aves;Passeriformes;Formicariidae;Chamaeza campanisona;79;2;2;;;;80;0;1;77;0;1
Aves;Passeriformes;Formicariidae;Chamaeza turdina;67;3;9;62;0;1;69;2;7;65;0;1
Aves;Passeriformes;Formicariidae;Chamaeza mollissima;67;4;2;;;;63;0;1;71;0;1
Aves;Passeriformes;Furnariidae;Sclerurus mexicanus;24;1;27;25;2;5;25;1;3;24;1;19
Aves;Passeriformes;Furnariidae;Sclerurus rufigularis;20;1;3;21;0;1;20;0;1;18;0;1
Aves;Passeriformes;Furnariidae;Sclerurus guatemalensis;34;1;9;34;0;2;33;0;1;35;1;6
Aves;Passeriformes;Furnariidae;Sclerurus caudacutus;37;0;1;;;;37;0;1;;;
Aves;Passeriformes;Furnariidae;Sclerurus albigularis;34;2;4;33;0;1;;;;34;2;3
Aves;Passeriformes;Furnariidae;Certhiasomus stictolaemus;19;1;3;;;;19;1;3;;;
Aves;Passeriformes;Furnariidae;Sittasomus griseicapillus;15;1;5;15;2;2;15;1;2;15;0;1
Aves;Passeriformes;Furnariidae;Deconychura longicauda;26;1;2;26;0;1;;;;25;0;1
Aves;Passeriformes;Furnariidae;Dendrocincla tyrannina;49;6;40;46;5;10;53;4;7;50;6;23
Aves;Passeriformes;Furnariidae;Dendrocincla merula;45;2;19;45;1;4;45;2;10;45;3;5
Aves;Passeriformes;Furnariidae;Dendrocincla homochroa;44;3;32;39;2;3;48;0;1;45;3;28
Aves;Passeriformes;Furnariidae;Dendrocincla fuliginosa;39;4;232;36;4;33;40;4;27;39;4;172
Aves;Passeriformes;Furnariidae;Glyphorynchus spirurus;14;1;526;13;1;27;13;1;42;14;1;457
Aves;Passeriformes;Furnariidae;Nasica longirostris;84;5;5;81;3;2;89;4;2;81;0;1
Aves;Passeriformes;Furnariidae;Dendrocolaptes sanctithomae;77;6;22;73;4;6;69;1;2;80;6;14
Aves;Passeriformes;Furnariidae;Dendrocolaptes certhia;74;8;5;83;2;2;70;1;2;64;0;1
Aves;Passeriformes;Furnariidae;Dendrocolaptes picumnus;64;7;15;59;2;4;64;7;8;70;8;3
Aves;Passeriformes;Furnariidae;Xiphocolaptes promeropirhynchus;122;12;10;115;10;5;130;4;3;127;16;2
Aves;Passeriformes;Furnariidae;Xiphorhynchus obsoletus;29;3;32;27;2;8;30;3;17;28;4;7
Aves;Passeriformes;Furnariidae;Xiphorhynchus ocellatus;39;7;16;38;6;5;43;8;6;36;5;5
Aves;Passeriformes;Furnariidae;Xiphorhynchus elegans;39;6;2;33;0;1;45;0;1;;;
Aves;Passeriformes;Furnariidae;Xiphorhynchus susurrans;43;5;128;41;4;28;45;4;36;44;5;64
Aves;Passeriformes;Furnariidae;Xiphorhynchus guttatus;48;9;21;43;6;9;55;9;6;48;7;6
Aves;Passeriformes;Furnariidae;Xiphorhynchus lachrymosus;57;6;12;46;2;2;60;4;3;58;3;7
Aves;Passeriformes;Furnariidae;Xiphorhynchus erythropygius;48;3;103;49;3;5;47;4;3;48;3;95
Aves;Passeriformes;Furnariidae;Xiphorhynchus triangularis;45;2;30;46;2;6;44;2;15;47;2;9
Aves;Passeriformes;Furnariidae;Dendroplex picus;38;4;48;40;4;13;39;4;16;37;4;19
Aves;Passeriformes;Furnariidae;Dendroplex kienerii;47;0;1;47;0;1;;;;;;
Aves;Passeriformes;Furnariidae;Campylorhamphus trochilirostris;37;2;13;35;2;3;37;2;3;38;2;7
Aves;Passeriformes;Furnariidae;Campylorhamphus procurvoides;34;0;1;;;;34;0;1;;;
Aves;Passeriformes;Furnariidae;Campylorhamphus pusillus;40;4;29;37;5;4;38;1;6;42;3;19
Aves;Passeriformes;Furnariidae;Drymotoxeres pucheranii;69;6;3;;;;;;;69;6;3
Aves;Passeriformes;Furnariidae;Lepidocolaptes souleyetii;24;3;21;24;1;3;25;3;7;24;3;11
Aves;Passeriformes;Furnariidae;Lepidocolaptes lacrymiger;31;5;28;31;2;8;31;5;7;31;6;13
Aves;Passeriformes;Furnariidae;Xenops minutus;11;1;103;10;1;14;11;1;21;11;1;68
Aves;Passeriformes;Furnariidae;Xenops rutilans;12;1;13;;;;12;0;1;12;1;12
Aves;Passeriformes;Furnariidae;Pseudocolaptes lawrencii;52;2;3;;;;;;;52;2;3
Aves;Passeriformes;Furnariidae;Pseudocolaptes boissonneautii;44;3;44;44;3;18;46;2;3;44;3;23
Aves;Passeriformes;Furnariidae;Premnornis guttuliger;15;1;120;15;1;15;16;1;17;15;1;88
Aves;Passeriformes;Furnariidae;Furnarius leucopus;44;5;14;43;5;6;42;3;3;47;6;5
Aves;Passeriformes;Furnariidae;Lochmias nematura;34;0;2;34;0;1;;;;34;0;1
Aves;Passeriformes;Furnariidae;Cinclodes albidiventris;33;0;1;33;0;1;;;;;;
Aves;Passeriformes;Furnariidae;Cinclodes excelsior;60;4;8;58;0;1;61;3;4;60;6;3
Aves;Passeriformes;Furnariidae;Philydor fuscipenne;26;3;11;22;0;2;27;2;3;27;1;6
Aves;Passeriformes;Furnariidae;Philydor pyrrhodes;28;3;4;27;2;3;;;;33;0;1
Aves;Passeriformes;Furnariidae;Anabacerthia striaticollis;23;2;64;21;2;7;23;2;10;23;2;47
Aves;Passeriformes;Furnariidae;Anabacerthia variegaticeps;29;1;10;;;;;;;29;1;10
Aves;Passeriformes;Furnariidae;Anabacerthia ruficaudata;31;0;1;;;;31;0;1;;;
Aves;Passeriformes;Furnariidae;Syndactyla subalaris;32;3;98;30;3;12;30;3;24;33;2;62
Aves;Passeriformes;Furnariidae;Dendroma rufa;33;3;3;;;;30;0;1;35;1;2
Aves;Passeriformes;Furnariidae;Dendroma erythroptera;33;0;1;;;;33;0;1;;;
Aves;Passeriformes;Furnariidae;Clibanornis rubiginosus;41;4;14;40;0;1;41;0;1;41;5;12
Aves;Passeriformes;Furnariidae;Clibanornis rufipectus;43;3;25;45;3;5;45;0;1;42;3;19
Aves;Passeriformes;Furnariidae;Thripadectes ignobilis;46;3;17;42;1;2;43;2;2;48;3;13
Aves;Passeriformes;Furnariidae;Thripadectes flammulatus;56;4;9;55;0;1;56;5;4;56;4;4
Aves;Passeriformes;Furnariidae;Thripadectes holostictus;41;3;31;41;3;11;41;2;11;40;3;9
Aves;Passeriformes;Furnariidae;Thripadectes virgaticeps;49;5;27;49;2;3;50;3;9;49;6;15
Aves;Passeriformes;Furnariidae;Thripadectes melanorhynchus;41;1;5;42;1;2;42;1;2;39;0;1
Aves;Passeriformes;Furnariidae;Automolus rufipileatus;31;1;3;;;;31;1;3;;;
Aves;Passeriformes;Furnariidae;Automolus ochrolaemus;37;3;35;35;4;6;37;3;21;37;3;8
Aves;Passeriformes;Furnariidae;Automolus subulatus;33;3;42;30;4;6;31;5;2;34;2;34
Aves;Passeriformes;Furnariidae;Automolus infuscatus;34;1;4;;;;34;1;3;35;0;1
Aves;Passeriformes;Furnariidae;Premnoplex brunnescens;16;1;160;16;1;19;16;1;25;16;1;116
Aves;Passeriformes;Furnariidae;Margarornis stellatus;21;1;8;20;0;1;21;0;1;22;1;6
Aves;Passeriformes;Furnariidae;Margarornis squamiger;17;2;45;18;2;17;18;2;15;17;2;13
Aves;Passeriformes;Furnariidae;Leptasthenura andicola;14;0;1;;;;14;0;1;;;
Aves;Passeriformes;Furnariidae;Phacellodomus rufifrons;29;6;6;36;0;1;28;7;4;26;0;1
Aves;Passeriformes;Furnariidae;Hellmayrea gularis;13;1;40;12;1;11;13;1;18;13;1;11
Aves;Passeriformes;Furnariidae;Asthenes flammulata;25;3;11;24;4;2;25;1;3;25;3;6
Aves;Passeriformes;Furnariidae;Asthenes fuliginosa;17;2;16;17;1;5;18;2;8;16;1;3
Aves;Passeriformes;Furnariidae;Siptornis striaticollis;11;0;1;;;;11;0;1;;;
Aves;Passeriformes;Furnariidae;Cranioleuca vulpina;15;1;7;15;1;2;17;0;3;14;1;2
Aves;Passeriformes;Furnariidae;Cranioleuca erythrops;15;1;3;14;0;1;;;;15;0;2
Aves;Passeriformes;Furnariidae;Cranioleuca hellmayri;15;1;8;14;0;1;15;1;3;15;0;4
Aves;Passeriformes;Furnariidae;Certhiaxis cinnamomeus;16;2;7;16;3;5;16;0;1;13;0;1
Aves;Passeriformes;Furnariidae;Synallaxis brachyura;21;2;5;19;0;1;18;0;1;22;0;3
Aves;Passeriformes;Furnariidae;Synallaxis subpudica;16;0;3;16;0;2;16;0;1;;;
Aves;Passeriformes;Furnariidae;Synallaxis moesta;20;0;1;;;;20;0;1;;;
Aves;Passeriformes;Furnariidae;Synallaxis albescens;14;1;63;14;1;6;14;0;5;14;1;52
Aves;Passeriformes;Furnariidae;Synallaxis azarae;15;1;57;14;1;17;15;1;21;15;1;19
Aves;Passeriformes;Furnariidae;Synallaxis candei;16;1;7;;;;;;;16;1;7
Aves;Passeriformes;Furnariidae;Synallaxis fuscorufa;14;1;4;15;1;2;13;1;2;;;
Aves;Passeriformes;Furnariidae;Synallaxis unirufa;17;2;34;17;2;8;17;2;9;17;2;17
Aves;Passeriformes;Furnariidae;Synallaxis cinnamomea;17;1;2;17;1;2;;;;;;
Aves;Passeriformes;Furnariidae;Synallaxis rutilans;18;0;2;;;;18;0;2;;;
Aves;Passeriformes;Pipridae;Tyranneutes stolzmanni;7;1;2;;;;7;1;2;;;
Aves;Passeriformes;Pipridae;Neopelma chrysocephalum;16;1;8;;;;16;1;4;16;1;4
Aves;Passeriformes;Pipridae;Chloropipo flavicapilla;17;1;34;17;1;7;16;1;19;16;1;8
Aves;Passeriformes;Pipridae;Chiroxiphia lanceolata;18;1;169;19;1;53;18;1;92;18;1;24
Aves;Passeriformes;Pipridae;Chiroxiphia pareola;18;0;1;;;;18;0;1;;;
Aves;Passeriformes;Pipridae;Masius chrysopterus;12;1;178;12;1;85;11;1;70;12;1;23
Aves;Passeriformes;Pipridae;Corapipo altera;10;1;20;11;1;3;10;1;17;;;
Aves;Passeriformes;Pipridae;Corapipo leucorrhoa;9;1;16;9;1;6;10;1;8;9;0;2
Aves;Passeriformes;Pipridae;Xenopipo atronitens;14;2;8;15;0;2;14;3;5;12;0;1
Aves;Passeriformes;Pipridae;Cryptopipo holochlora;16;1;48;16;1;8;16;2;4;15;1;36
Aves;Passeriformes;Pipridae;Lepidothrix coronata;9;1;67;10;1;34;8;1;24;10;2;9
Aves;Passeriformes;Pipridae;Lepidothrix isidorei;7;1;6;9;0;1;7;1;5;;;
Aves;Passeriformes;Pipridae;Heterocercus flavivertex;20;2;19;20;2;9;20;1;10;;;
Aves;Passeriformes;Pipridae;Manacus manacus;16;2;641;16;2;252;17;2;201;16;1;188
Aves;Passeriformes;Pipridae;Pipra filicauda;14;1;36;15;1;14;14;1;19;14;0;3
Aves;Passeriformes;Pipridae;Machaeropterus deliciosus;13;1;53;12;1;27;13;1;11;12;1;15
Aves;Passeriformes;Pipridae;Machaeropterus striolatus;10;1;111;10;1;39;10;1;34;10;1;38
Aves;Passeriformes;Pipridae;Dixiphia pipra;10;1;135;11;1;56;9;1;52;10;2;27
Aves;Passeriformes;Pipridae;Ceratopipra erythrocephala;13;1;594;13;1;185;12;1;228;13;1;181
Aves;Passeriformes;Cotingidae;Pipreola riefferii;49;4;181;51;4;61;48;3;100;47;3;20
Aves;Passeriformes;Cotingidae;Pipreola arcuata;103;7;8;103;9;3;103;5;5;;;
Aves;Passeriformes;Cotingidae;Pipreola aureopectus;42;1;5;42;1;3;42;0;2;;;
Aves;Passeriformes;Cotingidae;Pipreola jucunda;58;4;5;66;0;1;57;2;2;56;3;2
Aves;Passeriformes;Cotingidae;Pipreola lubomirskii;57;0;1;;;;57;0;1;;;
Aves;Passeriformes;Cotingidae;Ampelioides tschudii;71;5;3;74;0;1;70;6;2;;;
Aves;Passeriformes;Cotingidae;Ampelion rubrocristatus;63;8;10;64;8;4;64;9;5;60;0;1
Aves;Passeriformes;Cotingidae;Phoenicircus nigricollis;106;6;2;112;0;1;100;0;1;;;
Aves;Passeriformes;Cotingidae;Rupicola rupicola;189;12;2;;;;189;12;2;;;
Aves;Passeriformes;Cotingidae;Rupicola peruvianus;230;15;13;233;8;4;236;10;7;205;11;2
Aves;Passeriformes;Cotingidae;Snowornis subalaris;55;25;2;55;25;2;;;;;;
Aves;Passeriformes;Cotingidae;Snowornis cryptolophus;83;5;13;84;6;2;95;0;1;82;3;10
Aves;Passeriformes;Cotingidae;Querula purpurata;111;3;4;115;0;1;110;2;3;;;
Aves;Passeriformes;Cotingidae;Cephalopterus ornatus;825;0;1;;;;825;0;1;;;
Aves;Passeriformes;Cotingidae;Cotinga nattererii;63;0;1;;;;63;0;1;;;
Aves;Passeriformes;Cotingidae;Cotinga maynana;63;13;2;75;0;1;50;0;1;;;
Aves;Passeriformes;Cotingidae;Cotinga cotinga;68;0;1;68;0;1;;;;;;
Aves;Passeriformes;Cotingidae;Cotinga cayana;72;0;1;72;0;1;;;;;;
Aves;Passeriformes;Cotingidae;Lipaugus fuscocinereus;142;18;5;146;0;1;148;22;2;135;15;2
Aves;Passeriformes;Cotingidae;Lipaugus vociferans;80;7;6;87;4;2;77;6;4;;;
Aves;Passeriformes;Cotingidae;Xipholena punicea;69;4;2;73;0;1;65;0;1;;;
Aves;Passeriformes;Tityridae;Tityra inquisitor;40;1;2;;;;41;0;1;39;0;1
Aves;Passeriformes;Tityridae;Tityra cayana;68;5;4;75;0;1;65;4;3;;;
Aves;Passeriformes;Tityridae;Tityra semifasciata;81;6;16;83;6;8;80;7;8;;;
Aves;Passeriformes;Tityridae;Schiffornis major;32;0;1;;;;32;0;1;;;
Aves;Passeriformes;Tityridae;Schiffornis veraepacis;31;2;58;34;0;1;;;;31;2;57
Aves;Passeriformes;Tityridae;Schiffornis stenorhyncha;35;3;30;35;4;5;33;2;13;37;1;12
Aves;Passeriformes;Tityridae;Schiffornis turdina;34;3;74;34;4;6;31;3;12;35;3;56
Aves;Passeriformes;Tityridae;Laniocera rufescens;42;5;3;44;0;1;41;6;2;;;
Aves;Passeriformes;Tityridae;Laniocera hypopyrra;45;3;5;41;0;1;46;2;3;45;0;1
Aves;Passeriformes;Tityridae;Iodopleura isabellae;19;0;1;19;0;1;;;;;;
Aves;Passeriformes;Tityridae;Pachyramphus versicolor;14;1;12;14;1;3;14;1;6;15;1;3
Aves;Passeriformes;Tityridae;Pachyramphus rufus;17;2;2;17;2;2;;;;;;
Aves;Passeriformes;Tityridae;Pachyramphus cinnamomeus;20;2;24;20;2;13;20;2;4;20;2;7
Aves;Passeriformes;Tityridae;Pachyramphus polychopterus;19;2;28;20;3;10;18;1;16;21;1;2
Aves;Passeriformes;Tityridae;Pachyramphus albogriseus;24;0;1;;;;24;0;1;;;
Aves;Passeriformes;Tityridae;Pachyramphus homochrous;33;1;5;33;1;5;;;;;;
Aves;Passeriformes;Onychorhynchidae;Onychorhynchus coronatus;18;2;26;16;1;2;19;3;13;19;1;11
Aves;Passeriformes;Onychorhynchidae;Terenotriccus erythrurus;7;1;73;7;0;3;7;1;14;7;0;56
Aves;Passeriformes;Onychorhynchidae;Myiobius villosus;14;1;9;12;0;1;14;1;4;14;1;4
Aves;Passeriformes;Onychorhynchidae;Myiobius barbatus;12;1;49;10;0;1;12;0;1;12;1;47
Aves;Passeriformes;Onychorhynchidae;Myiobius atricaudus;11;2;18;10;2;5;11;2;5;12;1;8
Aves;Passeriformes;Tyrannidae;Piprites chloris;19;3;5;18;2;2;17;0;1;21;2;2
Aves;Passeriformes;Tyrannidae;Neopipo cinnamomea;10;4;3;16;0;1;7;0;2;;;
Aves;Passeriformes;Tyrannidae;Platyrinchus saturatus;11;0;1;;;;11;0;1;;;
Aves;Passeriformes;Tyrannidae;Platyrinchus mystaceus;11;1;41;9;1;7;11;1;19;11;1;15
Aves;Passeriformes;Tyrannidae;Platyrinchus coronatus;9;0;8;9;0;2;9;1;3;9;0;3
Aves;Passeriformes;Tyrannidae;Platyrinchus flavigularis;11;0;1;;;;;;;11;0;1
Aves;Passeriformes;Tyrannidae;Platyrinchus platyrhynchos;12;0;2;;;;12;0;2;;;
Aves;Passeriformes;Tyrannidae;Pseudotriccus pelzelni;11;1;44;10;1;3;12;1;7;12;1;34
Aves;Passeriformes;Tyrannidae;Pseudotriccus ruficeps;11;1;37;10;1;9;11;1;18;11;1;10
Aves;Passeriformes;Tyrannidae;Corythopis torquatus;14;0;4;14;0;1;14;0;1;13;0;2
Aves;Passeriformes;Tyrannidae;Phylloscartes poecilotis;9;2;20;9;2;7;10;2;5;9;1;8
Aves;Passeriformes;Tyrannidae;Phylloscartes ophthalmicus;12;1;5;;;;;;;12;1;5
Aves;Passeriformes;Tyrannidae;Phylloscartes gualaquizae;8;0;1;;;;8;0;1;;;
Aves;Passeriformes;Tyrannidae;Mionectes striaticollis;14;1;423;13;1;95;14;1;69;14;1;259
Aves;Passeriformes;Tyrannidae;Mionectes olivaceus;14;2;841;14;1;142;15;1;213;13;1;486
