Class;Order;Family;Species;Species;;;Female;;;Male;;;Undetermined;;
;;;;Average weight (gr);SD (gr);n;Average weight (gr);SD (gr);n;Average weight (gr);SD (gr);n;Average weight (gr);SD (gr);n
Aves;Passeriformes;Passerellidae;Arremon taciturnus;26;1;17;26;2;4;25;1;6;26;1;7
Aves;Passeriformes;Passerellidae;Arremon brunneinucha;45;4;180;43;4;25;46;3;69;46;3;86
Aves;Passeriformes;Passerellidae;Arremon castaneiceps;36;3;15;31;0;1;34;1;3;38;2;11
Aves;Passeriformes;Passerellidae;Zonotrichia capensis;22;2;207;21;2;37;21;2;57;22;2;113
Aves;Passeriformes;Passerellidae;Atlapetes albinucha;36;2;29;35;1;4;36;3;5;36;2;20
Aves;Passeriformes;Passerellidae;Atlapetes albofrenatus;26;2;19;26;2;7;26;2;10;25;0;2
Aves;Passeriformes;Passerellidae;Atlapetes melanocephalus;27;2;57;28;1;5;27;1;11;27;2;41
Aves;Passeriformes;Passerellidae;Atlapetes semirufus;29;1;3;30;0;1;28;0;2;;;
Aves;Passeriformes;Passerellidae;Atlapetes flaviceps;31;1;4;30;1;3;33;0;1;;;
Aves;Passeriformes;Passerellidae;Atlapetes fuscoolivaceus;29;5;4;30;0;1;28;5;3;;;
Aves;Passeriformes;Passerellidae;Atlapetes leucopis;43;0;2;;;;43;0;2;;;
Aves;Passeriformes;Passerellidae;Atlapetes tricolor;38;1;7;;;;;;;38;1;7
Aves;Passeriformes;Passerellidae;Atlapetes schistaceus;27;2;37;27;3;12;28;2;22;27;1;3
Aves;Passeriformes;Passerellidae;Atlapetes pallidinucha;36;2;22;36;2;9;36;2;10;40;2;3
Aves;Passeriformes;Passerellidae;Atlapetes latinuchus;28;2;21;28;2;3;29;1;3;27;2;15
Aves;Passeriformes;Icteridae;Dolichonyx oryzivorus;31;8;15;25;5;5;35;7;10;;;
Aves;Passeriformes;Icteridae;Sturnella magna;85;17;12;77;10;4;96;7;4;83;23;4
Aves;Passeriformes;Icteridae;Leistes militaris;44;5;11;36;1;2;45;4;8;46;0;1
Aves;Passeriformes;Icteridae;Amblycercus holosericeus;52;6;14;49;3;5;58;2;4;50;5;5
Aves;Passeriformes;Icteridae;Psarocolius angustifrons;383;63;2;;;;383;63;2;;;
Aves;Passeriformes;Icteridae;Psarocolius viridis;214;11;3;206;1;2;;;;230;0;1
Aves;Passeriformes;Icteridae;Psarocolius wagleri;180;52;4;;;;;;;180;52;4
Aves;Passeriformes;Icteridae;Psarocolius decumanus;226;72;8;162;2;2;323;43;2;209;51;4
Aves;Passeriformes;Icteridae;Psarocolius guatimozinus;241;0;1;;;;;;;241;0;1
Aves;Passeriformes;Icteridae;Psarocolius bifasciatus;314;103;3;241;6;2;460;0;1;;;
Aves;Passeriformes;Icteridae;Cacicus uropygialis;80;6;3;;;;84;1;2;72;0;1
Aves;Passeriformes;Icteridae;Cacicus cela;81;35;17;54;15;3;101;32;8;70;31;6
Aves;Passeriformes;Icteridae;Cacicus chrysonotus;72;16;16;58;7;7;93;10;3;76;12;6
Aves;Passeriformes;Icteridae;Cacicus haemorrhous;106;12;2;;;;106;12;2;;;
Aves;Passeriformes;Icteridae;Icterus mesomelas;54;1;3;;;;54;1;3;;;
Aves;Passeriformes;Icteridae;Icterus cayanensis;40;2;6;39;3;2;41;2;3;39;0;1
Aves;Passeriformes;Icteridae;Icterus spurius;28;3;3;29;0;1;24;0;1;32;0;1
Aves;Passeriformes;Icteridae;Icterus auricapillus;33;0;2;;;;34;0;1;33;0;1
Aves;Passeriformes;Icteridae;Icterus chrysater;47;4;17;50;5;3;45;2;2;46;3;12
Aves;Passeriformes;Icteridae;Icterus galbula;37;1;2;;;;37;1;2;;;
Aves;Passeriformes;Icteridae;Icterus nigrogularis;39;5;24;36;6;4;41;6;10;38;4;10
Aves;Passeriformes;Icteridae;Molothrus aeneus;33;1;6;32;1;4;33;0;1;34;0;1
Aves;Passeriformes;Icteridae;Molothrus bonariensis;56;7;79;53;5;55;63;8;19;54;8;5
Aves;Passeriformes;Icteridae;Quiscalus lugubris;54;11;47;47;5;30;67;7;16;58;0;1
Aves;Passeriformes;Icteridae;Quiscalus mexicanus;160;40;3;;;;186;19;2;107;0;1
Aves;Passeriformes;Icteridae;Macroagelaius subalaris;62;0;1;62;0;1;;;;;;
Aves;Passeriformes;Icteridae;Chrysomus icterocephalus;26;3;2;22;0;1;29;0;1;;;
Aves;Passeriformes;Parulidae;Seiurus aurocapilla;20;3;2;18;0;1;;;;23;0;1
Aves;Passeriformes;Parulidae;Helmitheros vermivorum;14;0;1;;;;;;;14;0;1
Aves;Passeriformes;Parulidae;Parkesia noveboracensis;15;1;442;15;2;12;16;1;15;15;1;415
Aves;Passeriformes;Parulidae;Parkesia motacilla;19;1;16;;;;;;;19;1;16
Aves;Passeriformes;Parulidae;Vermivora chrysoptera;9;1;3;9;0;1;10;1;2;;;
Aves;Passeriformes;Parulidae;Mniotilta varia;10;1;28;10;1;20;10;1;7;9;0;1
Aves;Passeriformes;Parulidae;Protonotaria citrea;13;1;99;12;1;43;13;1;55;13;0;1
Aves;Passeriformes;Parulidae;Leiothlypis peregrina;9;1;1303;9;1;493;10;1;691;9;1;119
Aves;Passeriformes;Parulidae;Oporornis agilis;12;2;10;11;1;5;12;2;3;11;1;2
Aves;Passeriformes;Parulidae;Geothlypis aequinoctialis;14;1;7;14;0;1;14;1;6;;;
Aves;Passeriformes;Parulidae;Geothlypis philadelphia;11;1;146;11;1;57;11;1;82;11;2;7
Aves;Passeriformes;Parulidae;Geothlypis formosa;15;2;8;16;2;3;14;2;5;;;
Aves;Passeriformes;Parulidae;Geothlypis semiflava;17;1;2;;;;17;1;2;;;
Aves;Passeriformes;Parulidae;Geothlypis trichas;10;0;1;;;;10;0;1;;;
Aves;Passeriformes;Parulidae;Setophaga citrina;10;0;1;;;;10;0;1;;;
Aves;Passeriformes;Parulidae;Setophaga ruticilla;8;1;87;7;1;35;8;1;50;8;0;2
Aves;Passeriformes;Parulidae;Setophaga cerulea;9;0;3;9;0;1;9;1;2;;;
Aves;Passeriformes;Parulidae;Setophaga pitiayumi;7;1;19;6;1;4;8;1;12;7;0;3
Aves;Passeriformes;Parulidae;Setophaga magnolia;7;0;1;;;;7;0;1;;;
Aves;Passeriformes;Parulidae;Setophaga castanea;11;2;36;11;2;16;12;2;13;10;1;7
Aves;Passeriformes;Parulidae;Setophaga fusca;9;1;436;9;1;191;9;1;236;9;1;9
Aves;Passeriformes;Parulidae;Setophaga petechia;9;1;83;9;1;33;9;1;24;9;1;26
Aves;Passeriformes;Parulidae;Setophaga pensylvanica;9;1;2;9;0;1;10;0;1;;;
Aves;Passeriformes;Parulidae;Setophaga striata;11;1;605;10;1;200;11;1;335;10;1;70
Aves;Passeriformes;Parulidae;Setophaga caerulescens;8;0;1;8;0;1;;;;;;
Aves;Passeriformes;Parulidae;Setophaga coronata;12;0;1;;;;12;0;1;;;
Aves;Passeriformes;Parulidae;Myiothlypis luteoviridis;14;2;23;13;1;8;15;1;6;14;1;9
Aves;Passeriformes;Parulidae;Myiothlypis basilica;16;0;1;;;;16;0;1;;;
Aves;Passeriformes;Parulidae;Myiothlypis flaveola;12;1;2;;;;12;1;2;;;
Aves;Passeriformes;Parulidae;Myiothlypis nigrocristata;13;1;42;12;1;14;13;1;23;13;1;5
Aves;Passeriformes;Parulidae;Myiothlypis fulvicauda;14;1;71;14;1;8;14;0;5;14;1;58
Aves;Passeriformes;Parulidae;Myiothlypis chrysogaster;13;1;54;12;1;3;13;1;6;13;1;45
Aves;Passeriformes;Parulidae;Myiothlypis conspicillata;14;1;225;14;1;16;14;1;54;13;1;155
Aves;Passeriformes;Parulidae;Myiothlypis cinereicollis;15;1;9;15;1;2;16;1;6;13;0;1
Aves;Passeriformes;Parulidae;Myiothlypis coronata;17;2;266;17;2;33;17;1;50;17;2;183
Aves;Passeriformes;Parulidae;Basileuterus rufifrons;11;1;163;11;1;6;11;0;44;11;1;113
Aves;Passeriformes;Parulidae;Basileuterus culicivorus;10;1;78;10;1;5;10;1;16;10;1;57
Aves;Passeriformes;Parulidae;Basileuterus tristriatus;13;1;227;12;1;23;13;1;55;13;1;149
Aves;Passeriformes;Parulidae;Cardellina canadensis;10;1;48;9;1;13;10;1;24;9;1;11
Aves;Passeriformes;Parulidae;Myioborus miniatus;9;1;169;9;1;21;9;1;56;9;1;92
Aves;Passeriformes;Parulidae;Myioborus flavivertex;11;1;4;11;1;2;11;1;2;;;
Aves;Passeriformes;Parulidae;Myioborus ornatus;12;1;67;11;1;19;12;1;34;12;1;14
Aves;Passeriformes;Parulidae;Myioborus melanocephalus;11;1;6;;;;11;1;5;10;0;1
Aves;Passeriformes;Mitrospingidae;Mitrospingus cassinii;38;3;56;39;3;4;39;1;3;38;2;49
Aves;Passeriformes;Cardinalidae;Piranga flava;33;2;8;34;1;3;33;1;5;;;
Aves;Passeriformes;Cardinalidae;Piranga rubra;30;3;89;30;3;27;31;3;56;29;2;6
Aves;Passeriformes;Cardinalidae;Piranga olivacea;28;2;91;28;2;41;28;2;50;;;
Aves;Passeriformes;Cardinalidae;Piranga leucoptera;15;0;1;15;0;1;;;;;;
Aves;Passeriformes;Cardinalidae;Habia rubica;29;2;5;28;1;3;30;2;2;;;
Aves;Passeriformes;Cardinalidae;Habia gutturalis;37;3;17;34;2;5;39;2;8;36;3;4
Aves;Passeriformes;Cardinalidae;Habia cristata;45;3;17;50;0;1;44;3;9;45;3;7
Aves;Passeriformes;Cardinalidae;Chlorothraupis carmioli;37;2;3;;;;36;1;2;40;0;1
Aves;Passeriformes;Cardinalidae;Chlorothraupis olivacea;43;2;8;;;;47;0;1;42;2;7
Aves;Passeriformes;Cardinalidae;Chlorothraupis stolzmanni;40;2;122;41;2;10;41;0;3;40;3;109
Aves;Passeriformes;Cardinalidae;Pheucticus chrysogaster;58;2;2;;;;58;2;2;;;
Aves;Passeriformes;Cardinalidae;Pheucticus aureoventris;26;23;3;10;0;1;34;25;2;;;
Aves;Passeriformes;Cardinalidae;Pheucticus ludovicianus;44;4;241;44;4;106;44;4;135;;;
Aves;Passeriformes;Cardinalidae;Cardinalis phoeniceus;35;0;1;;;;35;0;1;;;
Aves;Passeriformes;Cardinalidae;Caryothraustes canadensis;34;4;5;39;0;2;32;3;2;31;0;1
Aves;Passeriformes;Cardinalidae;Cyanoloxia cyanoides;27;2;69;27;2;28;27;2;33;27;2;8
Aves;Passeriformes;Cardinalidae;Cyanoloxia brissonii;21;2;7;21;4;2;20;1;3;22;1;2
Aves;Passeriformes;Cardinalidae;Passerina caerulea;30;0;1;;;;30;0;1;;;
Aves;Passeriformes;Cardinalidae;Passerina cyanea;13;1;8;12;1;4;14;1;4;;;
Aves;Passeriformes;Cardinalidae;Spiza americana;22;0;1;22;0;1;;;;;;
Aves;Passeriformes;Thraupidae;Sericossypha albocristata;103;4;4;110;0;1;101;1;3;;;
Aves;Passeriformes;Thraupidae;Catamblyrhynchus diadema;16;3;34;15;3;9;16;1;14;17;3;11
Aves;Passeriformes;Thraupidae;Chlorophanes spiza;19;2;25;19;2;15;19;3;9;19;0;1
Aves;Passeriformes;Thraupidae;Iridophanes pulcherrimus;14;0;1;;;;14;0;1;;;
Aves;Passeriformes;Thraupidae;Chrysothlypis salmoni;13;2;6;11;0;2;14;1;4;;;
Aves;Passeriformes;Thraupidae;Hemithraupis guira;13;1;3;;;;13;1;3;;;
Aves;Passeriformes;Thraupidae;Hemithraupis flavicollis;12;0;2;;;;12;0;2;;;
Aves;Passeriformes;Thraupidae;Conirostrum bicolor;12;1;3;;;;;;;12;1;3
Aves;Passeriformes;Thraupidae;Conirostrum speciosum;9;0;2;;;;9;0;2;;;
Aves;Passeriformes;Thraupidae;Conirostrum sitticolor;11;1;10;12;1;4;12;1;4;10;1;2
Aves;Passeriformes;Thraupidae;Conirostrum albifrons;12;1;12;12;1;6;13;1;6;;;
Aves;Passeriformes;Thraupidae;Conirostrum rufum;11;1;11;10;1;5;11;1;4;11;1;2
Aves;Passeriformes;Thraupidae;Conirostrum cinereum;10;1;2;10;1;2;;;;;;
Aves;Passeriformes;Thraupidae;Sicalis columbiana;13;1;4;13;0;1;13;1;3;;;
Aves;Passeriformes;Thraupidae;Sicalis flaveola;20;2;17;19;1;2;20;2;9;20;2;6
Aves;Passeriformes;Thraupidae;Sicalis luteola;12;1;4;13;1;2;12;1;2;;;
Aves;Passeriformes;Thraupidae;Geospizopsis unicolor;29;4;35;29;5;21;28;3;11;26;4;3
Aves;Passeriformes;Thraupidae;Catamenia analis;11;1;6;12;0;1;11;1;5;;;
Aves;Passeriformes;Thraupidae;Catamenia inornata;16;2;23;15;2;12;16;2;9;18;1;2
Aves;Passeriformes;Thraupidae;Catamenia homochroa;12;2;3;11;0;1;13;2;2;;;
Aves;Passeriformes;Thraupidae;Diglossa gloriosissima;16;1;12;;;;16;1;2;16;1;10
Aves;Passeriformes;Thraupidae;Diglossa lafresnayii;16;2;44;16;2;15;17;2;26;14;2;3
Aves;Passeriformes;Thraupidae;Diglossa humeralis;12;1;58;12;1;15;12;1;23;11;1;20
Aves;Passeriformes;Thraupidae;Diglossa albilatera;10;1;167;10;1;70;10;1;77;11;1;20
Aves;Passeriformes;Thraupidae;Diglossa indigotica;12;1;5;;;;;;;12;1;5
Aves;Passeriformes;Thraupidae;Diglossa sittoides;9;1;39;9;1;26;9;1;10;10;0;3
Aves;Passeriformes;Thraupidae;Diglossa glauca;12;0;4;12;0;1;12;0;3;;;
Aves;Passeriformes;Thraupidae;Diglossa caerulescens;14;1;47;14;2;14;14;1;11;14;1;22
Aves;Passeriformes;Thraupidae;Diglossa cyanea;16;2;130;15;2;27;17;2;41;16;1;62
Aves;Passeriformes;Thraupidae;Haplospiza rustica;16;2;24;17;2;10;15;1;12;18;0;2
Aves;Passeriformes;Thraupidae;Volatinia jacarina;9;1;139;9;1;51;9;1;76;9;1;12
Aves;Passeriformes;Thraupidae;Creurgops verticalis;22;1;6;22;0;1;22;1;4;21;0;1
Aves;Passeriformes;Thraupidae;Loriotus cristatus;17;0;3;17;0;1;17;1;2;;;
Aves;Passeriformes;Thraupidae;Loriotus luctuosus;13;1;30;13;1;9;13;1;17;14;1;4
Aves;Passeriformes;Thraupidae;Tachyphonus surinamus;18;1;5;19;1;4;18;0;1;;;
Aves;Passeriformes;Thraupidae;Tachyphonus delatrii;19;2;151;18;2;59;21;2;83;18;1;9
Aves;Passeriformes;Thraupidae;Tachyphonus rufus;35;2;70;35;2;24;35;2;43;35;3;3
Aves;Passeriformes;Thraupidae;Tachyphonus phoenicius;18;2;9;17;3;4;18;2;5;;;
Aves;Passeriformes;Thraupidae;Eucometis penicillata;30;2;216;30;3;29;28;2;35;30;2;152
Aves;Passeriformes;Thraupidae;Coryphospingus pileatus;16;1;10;17;1;6;15;1;3;15;0;1
Aves;Passeriformes;Thraupidae;Ramphocelus nigrogularis;25;0;1;;;;25;0;1;;;
Aves;Passeriformes;Thraupidae;Ramphocelus dimidiatus;26;2;312;25;2;96;26;1;190;25;2;26
Aves;Passeriformes;Thraupidae;Ramphocelus carbo;24;3;64;24;3;22;24;3;38;26;2;4
Aves;Passeriformes;Thraupidae;Ramphocelus flammigerus;36;3;39;33;2;13;37;3;23;38;2;3
Aves;Passeriformes;Thraupidae;Lanio fulvus;30;0;1;;;;30;0;1;;;
Aves;Passeriformes;Thraupidae;Cyanerpes nitidus;10;1;2;;;;9;0;1;11;0;1
Aves;Passeriformes;Thraupidae;Cyanerpes caeruleus;11;1;46;11;1;21;11;1;20;11;1;5
Aves;Passeriformes;Thraupidae;Cyanerpes cyaneus;14;1;14;14;1;8;14;1;6;;;
Aves;Passeriformes;Thraupidae;Tersina viridis;26;2;78;27;2;29;25;1;47;26;0;2
Aves;Passeriformes;Thraupidae;Dacnis albiventris;30;0;1;;;;30;0;1;;;
Aves;Passeriformes;Thraupidae;Dacnis lineata;10;0;1;;;;;;;10;0;1
Aves;Passeriformes;Thraupidae;Dacnis hartlaubi;14;0;1;;;;;;;14;0;1
Aves;Passeriformes;Thraupidae;Dacnis venusta;14;0;1;14;0;1;;;;;;
Aves;Passeriformes;Thraupidae;Dacnis cayana;14;3;14;14;1;3;14;3;11;;;
Aves;Passeriformes;Thraupidae;Dacnis viguieri;13;0;1;;;;13;0;1;;;
Aves;Passeriformes;Thraupidae;Sporophila bouvronides;10;0;2;;;;10;0;2;;;
Aves;Passeriformes;Thraupidae;Sporophila lineola;9;1;5;9;1;4;10;0;1;;;
Aves;Passeriformes;Thraupidae;Sporophila minuta;8;1;41;8;1;8;8;1;28;9;2;5
Aves;Passeriformes;Thraupidae;Sporophila funerea;12;1;87;12;1;43;12;1;29;12;1;15
Aves;Passeriformes;Thraupidae;Sporophila angolensis;12;1;38;12;1;13;12;1;22;13;1;3
Aves;Passeriformes;Thraupidae;Sporophila crassirostris;19;3;12;20;4;5;17;2;5;19;4;2
Aves;Passeriformes;Thraupidae;Sporophila corvina;11;1;14;11;1;7;11;1;7;;;
Aves;Passeriformes;Thraupidae;Sporophila intermedia;11;2;49;11;2;26;11;1;20;11;1;3
Aves;Passeriformes;Thraupidae;Sporophila fringilloides;12;2;2;;;;12;2;2;;;
Aves;Passeriformes;Thraupidae;Sporophila luctuosa;12;2;7;12;2;4;13;1;3;;;
Aves;Passeriformes;Thraupidae;Sporophila nigricollis;10;1;190;10;2;78;9;1;87;10;1;25
Aves;Passeriformes;Thraupidae;Sporophila schistacea;12;1;15;11;1;5;12;1;9;13;0;1
Aves;Passeriformes;Thraupidae;Sporophila plumbea;11;0;1;;;;11;0;1;;;
Aves;Passeriformes;Thraupidae;Saltator maximus;42;2;159;42;3;8;43;2;25;42;2;126
Aves;Passeriformes;Thraupidae;Saltator atripennis;54;4;7;;;;54;4;2;54;3;5
Aves;Passeriformes;Thraupidae;Saltator orenocensis;24;0;1;;;;24;0;1;;;
Aves;Passeriformes;Thraupidae;Saltator coerulescens;51;3;19;52;0;1;49;3;6;52;3;12
Aves;Passeriformes;Thraupidae;Saltator striatipectus;38;3;117;39;2;11;39;2;16;37;3;90
Aves;Passeriformes;Thraupidae;Saltator cinctus;63;8;2;63;8;2;;;;;;
Aves;Passeriformes;Thraupidae;Saltator grossus;49;2;4;52;0;1;48;2;3;;;
Aves;Passeriformes;Thraupidae;Emberizoides herbicola;24;3;10;24;2;4;25;3;4;22;2;2
Aves;Passeriformes;Thraupidae;Pseudospingus verticalis;16;2;13;16;2;6;15;2;4;15;2;3
Aves;Passeriformes;Thraupidae;Cnemoscopus rubrirostris;21;4;5;20;2;4;27;0;1;;;
Aves;Passeriformes;Thraupidae;Kleinothraupis atropileus;23;3;59;22;3;17;24;2;21;25;3;21
Aves;Passeriformes;Thraupidae;Sphenopsis frontalis;18;2;77;18;2;9;18;1;24;18;2;44
Aves;Passeriformes;Thraupidae;Sphenopsis melanotis;64;74;25;16;3;6;18;1;7;114;81;12
Aves;Passeriformes;Thraupidae;Thlypopsis sordida;15;0;1;;;;15;0;1;;;
Aves;Passeriformes;Thraupidae;Thlypopsis superciliaris;15;1;10;14;0;1;15;1;6;16;1;3
Aves;Passeriformes;Thraupidae;Urothraupis stolzmanni;24;0;2;24;0;1;24;0;1;;;
Aves;Passeriformes;Thraupidae;Coereba flaveola;9;1;124;9;1;18;9;1;31;9;1;75
Aves;Passeriformes;Thraupidae;Tiaris olivaceus;10;1;72;9;1;25;10;1;43;10;1;4
Aves;Passeriformes;Thraupidae;Asemospiza obscura;11;1;266;11;1;6;11;0;5;11;1;255
Aves;Passeriformes;Thraupidae;Asemospiza fuliginosa;13;1;15;13;1;3;13;1;9;13;0;3
Aves;Passeriformes;Thraupidae;Melanospiza bicolor;12;1;6;11;1;2;11;1;3;13;0;1
Aves;Passeriformes;Thraupidae;Chlorochrysa phoenicotis;21;1;7;;;;22;0;1;21;1;6
Aves;Passeriformes;Thraupidae;Chlorochrysa nitidissima;17;1;3;17;0;1;18;0;1;15;0;1
Aves;Passeriformes;Thraupidae;Paroaria nigrogenis;24;2;3;24;2;2;24;0;1;;;
Aves;Passeriformes;Thraupidae;Paroaria gularis;21;2;5;19;0;2;22;0;1;22;1;2
Aves;Passeriformes;Thraupidae;Schistochlamys melanopis;31;2;5;31;2;2;31;2;3;;;
Aves;Passeriformes;Thraupidae;Cissopis leverianus;101;35;3;;;;101;35;3;;;
Aves;Passeriformes;Thraupidae;Iridosornis porphyrocephalus;24;2;51;23;0;4;25;1;5;24;2;42
Aves;Passeriformes;Thraupidae;Iridosornis rufivertex;25;3;20;24;2;6;25;3;11;27;3;3
Aves;Passeriformes;Thraupidae;Pipraeidea melanonota;19;1;3;19;1;3;;;;;;
Aves;Passeriformes;Thraupidae;Dubusia taeniata;38;4;10;42;3;4;35;2;6;;;
Aves;Passeriformes;Thraupidae;Anisognathus melanogenys;45;1;5;45;0;3;45;1;2;;;
Aves;Passeriformes;Thraupidae;Anisognathus lacrymosus;31;6;30;32;5;8;32;7;13;30;5;9
Aves;Passeriformes;Thraupidae;Anisognathus igniventris;37;3;30;38;3;7;36;3;15;38;3;8
Aves;Passeriformes;Thraupidae;Anisognathus somptuosus;50;5;43;53;2;3;44;4;7;50;5;33
Aves;Passeriformes;Thraupidae;Anisognathus notabilis;54;5;5;49;0;1;;;;55;4;4
Aves;Passeriformes;Thraupidae;Buthraupis montana;99;3;9;100;0;1;97;3;2;99;3;6
Aves;Passeriformes;Thraupidae;Sporathraupis cyanocephala;35;2;32;36;2;3;34;3;11;35;2;18
Aves;Passeriformes;Thraupidae;Chlorornis riefferii;53;4;28;53;3;6;53;3;8;53;5;14
Aves;Passeriformes;Thraupidae;Cnemathraupis eximia;59;0;1;;;;59;0;1;;;
Aves;Passeriformes;Thraupidae;Bangsia melanochlamys;40;1;16;;;;41;0;2;40;1;14
Aves;Passeriformes;Thraupidae;Bangsia rothschildi;48;3;14;50;2;2;;;;48;3;12
Aves;Passeriformes;Thraupidae;Bangsia aureocincta;41;3;27;42;2;4;41;2;9;41;3;14
Aves;Passeriformes;Thraupidae;Chalcothraupis ruficervix;20;0;1;;;;20;0;1;;;
Aves;Passeriformes;Thraupidae;Stilpnia cyanoptera;19;1;54;20;1;18;19;1;34;17;0;2
Aves;Passeriformes;Thraupidae;Stilpnia heinei;21;2;15;21;2;8;20;2;5;21;4;2
Aves;Passeriformes;Thraupidae;Stilpnia cayana;19;2;26;21;2;8;18;2;11;18;2;7
Aves;Passeriformes;Thraupidae;Stilpnia vitriolina;22;3;76;20;2;3;21;3;9;23;2;64
Aves;Passeriformes;Thraupidae;Stilpnia nigrocincta;13;0;1;13;0;1;;;;;;
Aves;Passeriformes;Thraupidae;Stilpnia larvata;17;2;6;16;0;3;17;2;3;;;
Aves;Passeriformes;Thraupidae;Stilpnia cyanicollis;16;2;13;;;;15;1;3;17;2;10
Aves;Passeriformes;Thraupidae;Tangara vassorii;17;2;48;17;1;12;16;1;13;18;1;23
Aves;Passeriformes;Thraupidae;Tangara nigroviridis;17;1;86;16;1;6;17;1;12;17;1;68
Aves;Passeriformes;Thraupidae;Tangara labradorides;14;1;11;13;1;3;14;0;2;15;1;6
Aves;Passeriformes;Thraupidae;Tangara inornata;18;1;9;19;0;4;17;1;4;15;0;1
Aves;Passeriformes;Thraupidae;Tangara mexicana;19;0;1;;;;19;0;1;;;
Aves;Passeriformes;Thraupidae;Tangara chilensis;18;1;2;19;0;1;17;0;1;;;
Aves;Passeriformes;Thraupidae;Tangara callophrys;30;0;1;;;;30;0;1;;;
Aves;Passeriformes;Thraupidae;Tangara gyrola;19;1;337;20;1;44;19;1;85;19;1;208
Aves;Passeriformes;Thraupidae;Tangara xanthocephala;20;2;6;23;1;2;18;0;1;20;1;3
Aves;Passeriformes;Thraupidae;Tangara parzudakii;26;3;4;28;0;1;27;4;2;24;0;1
Aves;Passeriformes;Thraupidae;Tangara schrankii;23;10;3;17;0;1;27;12;2;;;
Aves;Passeriformes;Thraupidae;Tangara arthus;20;1;53;20;2;11;21;1;8;20;1;34
Aves;Passeriformes;Thraupidae;Tangara florida;15;1;2;;;;16;0;1;14;0;1
Aves;Passeriformes;Thraupidae;Tangara icterocephala;20;1;32;;;;19;1;3;20;1;29
Aves;Passeriformes;Thraupidae;Thraupis episcopus;33;2;187;33;2;19;32;3;29;33;2;139
Aves;Passeriformes;Thraupidae;Thraupis glaucocolpa;30;1;3;;;;;;;30;1;3
Aves;Passeriformes;Thraupidae;Thraupis palmarum;36;3;81;37;3;13;36;3;14;36;3;54
Aves;Passeriformes;Thraupidae;Ixothraupis rufigula;19;1;2;19;0;1;;;;20;0;1
Aves;Passeriformes;Thraupidae;Ixothraupis guttata;17;1;3;19;0;1;17;1;2;;;
Mammalia;Artiodactyla;Cervidae;Mazama rufina;2250;0;1;2250;0;1;;;;;;
Mammalia;Carnivora;Procyonidae;Bassaricyon neblina;825;126;2;950;0;1;699;0;1;;;
Mammalia;Carnivora;Canidae;Cerdocyon thous;3450;2450;2;3450;2450;2;;;;;;
Mammalia;Carnivora;Felidae;Leopardus pardalis;1350;0;1;;;;1350;0;1;;;
Mammalia;Carnivora;Felidae;Leopardus tigrinus;1500;0;1;;;;1500;0;1;;;
Mammalia;Carnivora;Mustelidae;Mustela frenata;142;30;3;142;30;3;;;;;;
Mammalia;Carnivora;Procyonidae;Nasua nasua;2825;2425;2;400;0;1;;;;5250;0;1
Mammalia;Carnivora;Procyonidae;Nasuella olivacea;955;545;2;955;545;2;;;;;;
Mammalia;Carnivora;Mustelidae;Pteronura brasiliensis;1500;0;1;;;;1500;0;1;;;
Mammalia;Chiroptera;Phyllostomidae;Ametrida centurio;7;1;2;8;0;1;6;0;1;;;
Mammalia;Chiroptera;Phyllostomidae;Anoura aequatoris;10;1;6;10;1;3;11;0;3;;;
Mammalia;Chiroptera;Phyllostomidae;Anoura caudifer;10;2;83;10;2;35;10;2;48;;;
Mammalia;Chiroptera;Phyllostomidae;Anoura cultrata;15;2;19;14;0;5;16;2;13;10;0;1
Mammalia;Chiroptera;Phyllostomidae;Anoura fistulata;11;0;3;;;;11;0;3;;;
Mammalia;Chiroptera;Phyllostomidae;Anoura geoffroyi;14;3;118;14;3;67;14;3;51;;;
Mammalia;Chiroptera;Phyllostomidae;Anoura luismanueli;9;0;4;9;0;1;9;0;3;;;
Mammalia;Chiroptera;Phyllostomidae;Anoura peruana;15;1;12;16;2;5;15;1;7;;;
Mammalia;Chiroptera;Phyllostomidae;Artibeus aequatorialis;42;4;12;44;4;4;41;4;8;;;
Mammalia;Chiroptera;Phyllostomidae;Artibeus amplus;54;11;17;57;12;7;52;10;10;;;
Mammalia;Chiroptera;Phyllostomidae;Artibeus anderseni;9;1;5;10;0;1;9;1;4;;;
Mammalia;Chiroptera;Phyllostomidae;Artibeus bogotensis;14;2;74;14;2;29;14;2;43;15;1;2
Mammalia;Chiroptera;Phyllostomidae;Artibeus glauca;14;0;3;15;0;1;14;0;2;;;
Mammalia;Chiroptera;Phyllostomidae;Artibeus gnoma;11;1;6;12;1;4;10;1;2;;;
Mammalia;Chiroptera;Phyllostomidae;Artibeus jamaicensis;42;7;168;43;7;90;41;6;74;37;6;4
Mammalia;Chiroptera;Phyllostomidae;Artibeus lituratus;58;10;319;60;10;140;57;8;174;52;14;5
Mammalia;Chiroptera;Phyllostomidae;Artibeus obscurus;35;6;40;37;6;19;32;4;21;;;
Mammalia;Chiroptera;Phyllostomidae;Artibeus phaeotis;12;2;144;12;2;58;12;2;86;;;
Mammalia;Chiroptera;Phyllostomidae;Artibeus planirostris;41;6;152;41;6;68;41;6;84;;;
Mammalia;Chiroptera;Phyllostomidae;Artibeus rava;13;2;75;13;2;28;13;2;47;;;
